#          Step             alpha              3_10                pi              beta                SS             other             total
       11000.00                 0                 0                 0                 0                 0                 0                 0
       11050.00                 0                 0                 0                 0                 0                 0                 0
       11100.00                 0                 0                 0                 0                 0                 0                 0
       11150.00                 0                 0                 0                 0                 0                 0                 0
       11200.00                 0                 0                 0                 0                 0                 0                 0
       11250.00                 0                 0                 0                 0                 0                 0                 0
       11300.00                 0                 0                 0                 0                 0                 0                 0
       11350.00                 0                 0                 0                 0                 0                 0                 0
       11400.00                 0                 0                 0                 0                 0                 0                 0
       11450.00                 0                 0                 0                 0                 0                 0                 0
       11500.00                 0                 0                 0                 0                 0                 0                 0
       11550.00                 0                 0                 0                 0                 0                 0                 0
       11600.00                 0                 0                 0                 0                 0                 0                 0
       11650.00                 0                 0                 0                 0                 0                 0                 0
       11700.00                 0                 0                 0                 0                 0                 0                 0
       11750.00                 0                 0                 0                 0                 0                 0                 0
       11800.00                 0                 0                 0                 0                 0                 0                 0
       11850.00                 0                 0                 0                 0                 0                 0                 0
       11900.00                 0                 0                 0                 0                 0                 0                 0
       11950.00                 0                 0                 0                 0                 0                 0                 0
       12000.00                 0                 0                 0                 0                 0                 0                 0
       12050.00                 0                 0                 0                 0                 0                 0                 0
       12100.00                 0                 0                 0                 0                 0                 0                 0
       12150.00                 0                 0                 0                 0                 0                 0                 0
       12200.00                 0                 0                 0                 0                 0                 0                 0
       12250.00                 0                 0                 0                 0                 0                 0                 0
       12300.00                 0                 0                 0                 0                 0                 0                 0
       12350.00                 0                 0                 0                 0                 0                 0                 0
       12400.00                 0                 0                 0                 0                 0                 0                 0
       12450.00                 0                 0                 0                 0                 0                 0                 0
       12500.00                 0                 0                 0                 0                 0                 0                 0
       12550.00                 0                 0                 0                 0                 0                 0                 0
       12600.00                 0                 0                 0                 0                 0                 0                 0
       12650.00                 0                 0                 0                 0                 0                 0                 0
       12700.00                 0                 0                 0                 0                 0                 0                 0
       12750.00                 0                 0                 0                 0                 0                 0                 0
       12800.00                 0                 0                 0                 0                 0                 0                 0
       12850.00                 0                 0                 0                 0                 0                 0                 0
       12900.00                 0                 0                 0                 0                 0                 0                 0
       12950.00                 0                 0                 0                 0                 0                 0                 0
       13000.00                 0                 0                 0                 0                 0                 0                 0
       13050.00                 0                 0                 0                 0                 0                 0                 0
       13100.00                 0                 0                 0                 0                 0                 0                 0
       13150.00                 0                 0                 0                 0                 0                 0                 0
       13200.00                 0                 0                 0                 0                 0                 0                 0
       13250.00                 0                 0                 0                 0                 0                 0                 0
       13300.00                 0                 0                 0                 0                 0                 0                 0
       13350.00                 0                 0                 0                 0                 0                 0                 0
       13400.00                 0                 0                 0                 0                 0                 0                 0
       13450.00                 0                 0                 0                 0                 0                 0                 0
       13500.00                 0                 0                 0                 0                 0                 0                 0
       13550.00                 0                 0                 0                 0                 0                 0                 0
       13600.00                 0                 0                 0                 0                 0                 0                 0
       13650.00                 0                 0                 0                 0                 0                 0                 0
       13700.00                 0                 0                 0                 0                 0                 0                 0
       13750.00                 0                 0                 0                 0                 0                 0                 0
       13800.00                 0                 0                 0                 0                 0                 0                 0
       13850.00                 0                 0                 0                 0                 0                 0                 0
       13900.00                 0                 0                 0                 0                 0                 0                 0
       13950.00                 0                 0                 0                 0                 0                 0                 0
       14000.00                 0                 0                 0                 0                 0                 0                 0
       14050.00                 0                 0                 0                 0                 0                 0                 0
       14100.00                 0                 0                 0                 0                 0                 0                 0
       14150.00                 0                 0                 0                 0                 0                 0                 0
       14200.00                 0                 0                 0                 0                 0                 0                 0
       14250.00                 0                 0                 0                 0                 0                 0                 0
       14300.00                 0                 0                 0                 0                 0                 0                 0
       14350.00                 0                 0                 0                 0                 0                 0                 0
       14400.00                 0                 0                 0                 0                 0                 0                 0
       14450.00                 0                 0                 0                 0                 0                 0                 0
       14500.00                 0                 0                 0                 0                 0                 0                 0
       14550.00                 0                 0                 0                 0                 0                 0                 0
       14600.00                 0                 0                 0                 0                 0                 0                 0
       14650.00                 0                 0                 0                 0                 0                 0                 0
       14700.00                 0                 0                 0                 0                 0                 0                 0
       14750.00                 0                 0                 0                 0                 0                 0                 0
       14800.00                 0                 0                 0                 0                 0                 0                 0
       14850.00                 0                 0                 0                 0                 0                 0                 0
       14900.00                 0                 0                 0                 0                 0                 0                 0
       14950.00                 0                 0                 0                 0                 0                 0                 0
       15000.00                 0                 0                 0                 0                 0                 0                 0
       15050.00                 0                 0                 0                 0                 0                 0                 0
       15100.00                 0                 0                 0                 0                 0                 0                 0
       15150.00                 0                 0                 0                 0                 0                 0                 0
       15200.00                 0                 0                 0                 0                 0                 0                 0
       15250.00                 0                 0                 0                 0                 0                 0                 0
       15300.00                 0                 0                 0                 0                 0                 0                 0
       15350.00                 0                 0                 0                 0                 0                 0                 0
       15400.00                 0                 0                 0                 0                 0                 0                 0
       15450.00                 0                 0                 0                 0                 0                 0                 0
       15500.00                 0                 0                 0                 0                 0                 0                 0
       15550.00                 0                 0                 0                 0                 0                 0                 0
       15600.00                 0                 0                 0                 0                 0                 0                 0
       15650.00                 0                 0                 0                 0                 0                 0                 0
       15700.00                 0                 0                 0                 0                 0                 0                 0
       15750.00                 0                 0                 0                 0                 0                 0                 0
       15800.00                 0                 0                 0                 0                 0                 0                 0
